pH,Mg Bound (Initial),Mg Initial,Ca Bound (Initial),Ca Initial,C(4) Bound (Initial),C(4) Initial,Cl Bound (Initial),Cl Initial,cal_ini_mol,dol_ini_mol,C(4) Final,Ca Final,Mg Final,Cl Final,pH,Calcite,Dolomite
6.502243227,0.002986138,2.36E-08,4.76E-09,4.46E-07,2.40E-05,0.004210314,0.003126443,0.046261314,0.122,1.22E-06,1.33E-05,0.001397706,0.001577795,0.003126443,11.29729351,0.119193955,0.001409564
7.346415639,0.005366903,1.63E-08,4.50E-09,2.85E-07,4.30E-05,0.004820113,0.002429456,0.010924352,0.122,1.22E-06,1.22E-05,0.001979008,0.003357105,0.002429456,11.7326782,0.118011199,0.002011018
6.437773464,0.00509729,1.77E-07,5.89E-10,5.01E-07,3.23E-05,0.005618026,0.008220245,0.028583445,0.122,1.22E-06,1.16E-05,0.002601357,0.002475216,0.008220245,11.05926008,0.11677657,0.002623294
6.105424835,0.009778167,1.95E-07,1.21E-09,8.03E-07,1.67E-05,0.004824081,0.009332057,0.043166375,0.122,1.22E-06,1.08E-05,0.003709404,0.006062849,0.009332057,11.74378638,0.11457528,0.003716538
6.590306157,0.003257872,1.18E-07,7.62E-09,8.47E-07,5.78E-05,0.0066374,0.004340354,0.002352815,0.122,1.22E-06,1.29E-05,0.001592745,0.001620313,0.004340354,11.15061169,0.118769704,0.00163878
7.558266056,0.004782482,1.21E-07,4.41E-09,6.54E-07,1.97E-05,0.007826803,0.007271911,0.0497914,0.122,1.22E-06,1.17E-05,0.002390016,0.002384561,0.007271911,11.14261578,0.117212067,0.002399142
7.965395374,0.001997311,1.07E-07,2.21E-10,7.20E-07,6.80E-05,0.003679188,0.009342953,0.054053517,0.122,1.22E-06,0.004648928,0.004579757,0.001998504,0.009342823,6.925893394,0.1174214,0
7.843240759,0.004085287,9.99E-08,1.03E-09,9.79E-07,8.15E-05,0.005896535,0.007641819,0.008509262,0.122,1.22E-06,1.38E-05,0.002246825,0.001770782,0.007641817,10.3616574,0.117438671,0.002315725
6.627837549,0.002430893,1.14E-07,1.95E-09,3.25E-07,1.11E-05,0.007520132,0.009114459,0.026288607,0.122,1.22E-06,0.003767311,0.00375499,0.002432091,0.009114376,7.071862566,0.118246198,0
7.868186204,0.009322168,1.83E-07,7.88E-09,7.92E-07,3.66E-05,0.004718252,0.00449325,0.075481646,0.122,1.22E-06,1.13E-05,0.003032781,0.006264097,0.00449325,11.9172846,0.115909156,0.003059292
7.081837807,0.005578628,1.04E-07,9.14E-10,5.61E-07,9.12E-05,0.000906421,0.00495561,0.020728369,0.122,1.22E-06,1.18E-05,0.002276562,0.003222661,0.00495561,11.57885403,0.117367472,0.002357187
7.070452353,0.004796872,1.87E-07,9.35E-09,5.85E-07,4.45E-05,0.002487527,0.001300133,0.022592926,0.122,1.22E-06,1.27E-05,0.001738967,0.003026102,0.001300133,11.74627245,0.118490271,0.001771991
7.436058765,0.003513293,2.69E-08,6.50E-09,9.46E-07,5.16E-05,0.004633788,0.005644103,0.016004524,0.122,1.22E-06,1.28E-05,0.001821675,0.001652734,0.005644102,10.92862061,0.118317773,0.001861779
7.077648238,0.009658629,6.30E-08,2.97E-09,3.91E-07,8.54E-06,0.007688409,0.003714571,0.082729613,0.122,1.22E-06,1.14E-05,0.003022508,0.006638991,0.003714571,11.96326723,0.115957857,0.003020859
7.301415294,0.005982051,1.95E-08,5.27E-09,8.26E-07,5.04E-05,0.007740081,0.00628308,0.084366558,0.122,1.22E-06,1.15E-05,0.002539181,0.003404041,0.00628308,11.53165494,0.116882814,0.00257923
6.700543649,0.007497836,1.19E-07,4.34E-09,5.07E-07,6.47E-05,0.00336077,0.006378427,0.066103361,0.122,1.22E-06,1.13E-05,0.002877763,0.004566676,0.006378427,11.69971604,0.116191081,0.00293238
6.217723477,0.005076025,5.85E-08,6.86E-09,6.25E-07,9.62E-05,0.008138227,0.006984237,0.051611012,0.122,1.22E-06,1.17E-05,0.002404309,0.002587171,0.006984237,11.2631568,0.117106844,0.002490074
7.034553846,0.007849794,1.59E-07,7.68E-09,4.74E-07,2.13E-05,0.001072317,0.006350514,0.089374447,0.122,1.22E-06,1.13E-05,0.00295532,0.004884404,0.006350514,11.73678605,0.116079297,0.002966611
7.363674253,0.007846714,5.98E-08,8.03E-09,5.62E-07,2.05E-05,0.007230107,0.002963211,0.02399875,0.122,1.22E-06,1.17E-05,0.002588723,0.005249174,0.002963211,11.89227556,0.116813745,0.002598761
7.511013488,0.008604112,2.38E-08,8.89E-09,7.74E-07,8.08E-05,0.004140504,0.002065185,0.005486688,0.122,1.22E-06,1.17E-05,0.002646886,0.005888121,0.002065185,11.96343315,0.116637132,0.002717212
6.720148984,0.001966917,7.43E-08,5.04E-09,8.96E-07,7.82E-06,0.00267765,0.009627949,0.070335206,0.122,1.22E-06,0.004804392,0.004795361,0.001968106,0.009627792,6.899952484,0.117205786,0
7.564809403,0.001343014,1.33E-07,7.42E-09,8.60E-07,9.25E-05,0.008365225,0.006364024,0.011249661,0.122,1.22E-06,0.003437489,0.003343737,0.001344226,0.006363985,7.123141529,0.118657471,0
6.55769631,0.003530177,1.71E-07,2.52E-09,4.05E-07,1.14E-05,0.006120397,0.006754737,0.011164749,0.122,1.22E-06,1.50E-05,0.001984417,0.0015494,0.006754737,10.26730724,0.118034808,0.001981998
6.073853253,0.004380277,2.35E-08,4.05E-09,4.47E-07,2.75E-05,0.008881722,0.009919636,0.036984755,0.122,1.22E-06,0.001171722,0.003169135,0.002355318,0.009919631,7.59249927,0.116805909,0.002026179
6.626457887,0.003558179,1.75E-07,6.41E-09,7.71E-07,7.37E-05,0.006951682,0.009702459,0.071905211,0.122,1.22E-06,0.002508927,0.003439847,0.002553549,0.009702431,7.259357736,0.117555528,0.001005843
7.022309843,0.00351142,1.21E-07,1.00E-08,9.19E-07,4.53E-05,0.003903452,0.008233991,0.016031721,0.122,1.22E-06,0.001257186,0.002708391,0.00201496,0.008233989,7.611204683,0.117795159,0.00149768
6.912008738,0.009828527,3.53E-08,9.05E-10,7.32E-07,3.14E-05,0.00842395,0.003463853,0.081178589,0.122,1.22E-06,1.14E-05,0.003025467,0.006783107,0.003463853,11.97852492,0.115929115,0.00304664
7.383707455,0.002139284,4.66E-08,2.87E-09,8.33E-07,7.98E-05,0.001590251,0.009187607,0.057386142,0.122,1.22E-06,0.004353783,0.00427274,0.002140479,0.009187501,6.972943614,0.117728434,0
7.341429257,0.005434573,1.52E-07,3.97E-09,2.22E-07,8.14E-05,0.005010346,0.00651961,0.068689604,0.122,1.22E-06,1.16E-05,0.002433585,0.002931195,0.00651961,11.41107298,0.117063042,0.002504598
7.508207174,0.008639367,2.93E-08,2.43E-09,4.63E-07,8.74E-05,0.009037165,0.009620763,0.048149781,0.122,1.22E-06,1.09E-05,0.00353395,0.005028844,0.009620763,11.61433692,0.11485553,0.003611743
7.54523365,0.003275861,7.23E-08,3.08E-09,9.79E-07,8.66E-06,0.001370266,0.003625725,0.006324235,0.122,1.22E-06,1.30E-05,0.001539482,0.001740691,0.003625725,11.3046117,0.11892535,0.001536391
6.947968221,0.001578949,1.27E-07,7.90E-09,8.66E-07,8.91E-05,0.008149331,0.00178585,0.010660507,0.122,1.22E-06,1.68E-05,0.000775376,0.000731314,0.001785849,10.9753188,0.120376997,0.000848856
7.755158855,0.003445411,1.74E-07,7.59E-09,4.74E-07,4.97E-05,0.002257904,0.006218007,0.009367854,0.122,1.22E-06,1.36E-05,0.001875367,0.001533877,0.006218006,10.57719978,0.118213107,0.001912754
7.782790488,0.008847018,1.52E-07,9.62E-09,2.75E-07,8.09E-05,0.000309211,0.002630374,0.028284176,0.122,1.22E-06,1.16E-05,0.002747071,0.006030705,0.002630374,11.95617139,0.116436625,0.002817534
7.901610377,0.001948186,6.72E-08,5.28E-09,7.89E-07,9.05E-05,0.006907371,0.005097323,0.001849518,0.122,1.22E-06,0.001344706,0.001834748,0.001367625,0.005097326,7.706843132,0.119584697,0.000581782
7.516944838,0.006431953,6.16E-08,9.79E-09,9.82E-07,9.28E-05,0.008207051,0.005901989,0.049349057,0.122,1.22E-06,1.15E-05,0.002584628,0.003766016,0.005901988,11.61477792,0.116749445,0.002667157
6.458368317,0.006605935,2.49E-08,8.99E-09,2.93E-07,5.97E-05,0.008815357,0.009171703,0.07290301,0.122,1.22E-06,1.11E-05,0.003075275,0.003482024,0.009171703,11.35046175,0.115800823,0.003125132
6.959864312,0.008889426,1.23E-07,6.96E-09,2.24E-07,2.63E-05,0.009112382,0.007360965,0.032991705,0.122,1.22E-06,1.11E-05,0.00328309,0.005591126,0.007360965,11.76960545,0.115418618,0.00329952
7.760193386,0.005163357,2.19E-08,7.69E-09,6.35E-07,4.62E-05,0.00821359,0.001052538,0.014168675,0.122,1.22E-06,1.26E-05,0.001809583,0.003320114,0.001052538,11.79157959,0.118347182,0.001844463
7.830399185,0.002344135,1.32E-07,3.85E-09,9.93E-07,3.61E-05,0.000709918,0.004838489,0.005989336,0.122,1.22E-06,0.00023862,0.001457716,0.001088944,0.004838492,8.538404034,0.119287097,0.001256412
7.360475015,0.001059912,1.43E-07,3.51E-09,6.69E-07,9.99E-05,0.006165662,0.004846831,0.030347948,0.122,1.22E-06,0.002693306,0.002592149,0.001061129,0.004846819,7.29411419,0.119409069,0
7.156647431,0.007601607,1.42E-07,7.94E-10,4.67E-07,7.89E-05,0.002690562,0.002611419,0.08190853,0.122,1.22E-06,1.18E-05,0.002492012,0.00504249,0.002611419,11.88812885,0.116948872,0.002560337
6.544342336,0.002386541,1.70E-07,7.64E-09,6.37E-07,1.34E-06,0.003647799,0.005907332,0.011455701,0.122,1.22E-06,0.00111281,0.002004327,0.001493691,0.005907328,7.757638573,0.119102831,0.00089407
6.63092882,0.008310188,1.56E-08,9.70E-09,6.76E-07,5.11E-05,0.007778578,0.00214242,0.075039626,0.122,1.22E-06,1.17E-05,0.002600723,0.005670076,0.00214242,11.94729049,0.116759175,0.002641332
7.176125385,0.006621183,1.84E-07,8.73E-10,6.87E-07,5.58E-05,0.008129573,0.00527509,0.003064299,0.122,1.22E-06,1.15E-05,0.002561253,0.004015722,0.00527509,11.681159,0.116833287,0.002606682
7.906956454,0.003276587,3.30E-08,9.23E-09,6.95E-07,2.57E-05,0.001653977,0.002798645,0.083976022,0.122,1.22E-06,1.31E-05,0.001456155,0.001807835,0.002798645,11.4156579,0.119075102,0.001469973
6.667429675,0.007708641,4.69E-08,4.14E-09,6.97E-07,6.56E-06,0.00231026,0.001404862,0.090063636,0.122,1.22E-06,1.19E-05,0.002421065,0.005292921,0.001404862,11.94455819,0.117163219,0.00241694
7.983936501,0.002531562,1.71E-07,3.72E-09,8.78E-07,1.61E-05,0.006823768,0.002173876,0.089298991,0.122,1.22E-06,1.40E-05,0.001171528,0.001357953,0.002173876,11.32269313,0.119654867,0.00117483
6.22911783,0.009857732,6.12E-08,3.84E-09,9.56E-07,5.29E-05,0.000481696,0.008230928,0.0997794,0.122,1.22E-06,1.09E-05,0.003568237,0.006247505,0.008230928,11.79873853,0.11482154,0.003611447
7.950075981,0.001959344,1.71E-07,4.16E-09,8.47E-07,7.10E-05,0.007835563,0.006121321,0.05716623,0.122,1.22E-06,0.002206353,0.002347576,0.001747139,0.006121312,7.424715582,0.119440223,0.000213422
6.49805307,0.005106097,4.25E-08,6.08E-09,8.71E-07,1.55E-05,0.006886613,0.003138144,0.074095866,0.122,1.22E-06,1.22E-05,0.001988462,0.003114343,0.003138144,11.6641501,0.11801979,0.001992974
7.400212139,0.002772887,1.82E-08,8.34E-09,5.03E-07,8.47E-05,0.008793747,0.00207075,0.081248299,0.122,1.22E-06,1.38E-05,0.001219324,0.001482748,0.00207075,11.3827893,0.119490545,0.00129136
7.803956327,0.007266822,4.86E-08,5.80E-09,9.89E-07,7.07E-05,0.006693875,0.009753335,0.018620102,0.122,1.22E-06,1.10E-05,0.003296497,0.003910629,0.009753334,11.41415856,0.115347315,0.003357413
7.988947302,0.009179158,8.55E-08,8.72E-09,2.47E-07,8.74E-05,0.004724702,0.002153812,0.084379731,0.122,1.22E-06,1.16E-05,0.002767003,0.006336411,0.002153812,11.98784107,0.116390258,0.002843968
7.326683879,0.008161557,1.16E-07,5.98E-09,5.53E-07,9.92E-05,0.001859636,0.005149549,0.081270679,0.122,1.22E-06,1.14E-05,0.002863263,0.005210461,0.005149549,11.81431996,0.116185646,0.002952317
7.124760796,0.001319365,9.82E-08,2.93E-09,4.55E-07,7.81E-05,0.003246097,0.001029494,0.081894401,0.122,1.22E-06,1.81E-05,0.000630905,0.000628467,0.001029493,11.07387142,0.1206782,0.000692118
7.02603533,0.004382367,1.16E-07,7.90E-09,5.08E-07,7.87E-05,0.004739224,0.001770882,0.042553082,0.122,1.22E-06,1.27E-05,0.001662157,0.00265429,0.001770882,11.67079506,0.118609774,0.001729297
7.279696478,0.00890401,5.21E-08,3.22E-10,5.50E-07,3.09E-06,0.008024177,0.002763321,0.079127401,0.122,1.22E-06,1.16E-05,0.002786073,0.006126426,0.002763321,11.95837129,0.116436344,0.002778804
7.530909645,0.004696359,1.12E-07,6.37E-09,6.66E-07,7.07E-05,0.00091174,0.007560369,0.041514678,0.122,1.22E-06,1.18E-05,0.002396465,0.002241071,0.007560368,11.01701701,0.117148253,0.002456508
7.10759536,0.001992922,1.20E-07,7.29E-09,9.48E-07,5.43E-05,0.007126591,0.009697278,0.093652292,0.122,1.22E-06,0.004886152,0.004830614,0.00199411,0.009697123,6.892140584,0.117170537,0
7.167655433,0.002562397,1.57E-07,5.85E-09,6.52E-07,3.67E-05,0.002534125,0.001236789,0.089600638,0.122,1.22E-06,1.43E-05,0.001103524,0.0014365,0.001236789,11.45395913,0.119770584,0.001127118
6.50959094,0.008961619,4.80E-08,5.35E-09,3.05E-07,7.42E-05,0.006070324,0.004029118,0.066445872,0.122,1.22E-06,1.14E-05,0.002907778,0.005991102,0.004029118,11.91244008,0.116121711,0.002971737
7.612580159,0.006071059,1.73E-07,9.31E-09,3.04E-07,8.22E-05,0.008538989,0.003131527,0.040671793,0.122,1.22E-06,1.20E-05,0.002203392,0.003797417,0.003131527,11.75252393,0.117522975,0.002274862
6.688950066,0.002651304,2.27E-08,2.49E-10,6.81E-07,9.10E-05,0.005534981,0.006128147,0.066406343,0.122,1.22E-06,0.00099075,0.00203468,0.001516328,0.006128154,7.801893005,0.118830345,0.001136198
6.394997392,0.002154223,1.40E-07,1.30E-09,7.73E-07,4.89E-05,0.003849738,0.008046485,0.028163651,0.122,1.22E-06,0.003429013,0.003378862,0.002155429,0.008046432,7.136649778,0.118622337,0
7.505939089,0.008733243,8.71E-08,6.87E-09,2.54E-07,9.21E-05,0.009611782,0.0045708,0.023324425,0.122,1.22E-06,1.14E-05,0.00291592,0.005736664,0.0045708,11.87717324,0.116087507,0.0029978
7.114260339,0.003256159,1.97E-07,2.70E-09,8.58E-07,1.49E-05,0.00477081,0.008322727,0.031048025,0.122,1.22E-06,0.001743358,0.00285893,0.002125728,0.008322713,7.459964043,0.11801064,0.001131648
6.083391591,0.005933303,4.23E-08,4.51E-10,9.62E-07,5.24E-05,0.004413396,0.009247917,0.048634267,0.122,1.22E-06,1.13E-05,0.002945517,0.002946644,0.009247916,11.16215396,0.116067825,0.002987879
7.112209196,0.009937408,9.69E-08,3.77E-09,2.06E-07,3.98E-05,0.00401503,0.001392454,0.030831897,0.122,1.22E-06,1.16E-05,0.002853795,0.007055461,0.001392454,12.04563433,0.116264262,0.002883168
7.398937546,0.00515709,1.26E-07,2.73E-09,4.17E-07,8.35E-05,0.009148446,0.006461229,0.033012988,0.122,1.22E-06,1.17E-05,0.002358134,0.002727139,0.006461229,11.35930412,0.117211918,0.002431171
6.460631413,0.002021776,1.43E-07,4.49E-09,4.32E-07,3.46E-05,0.005270264,0.005609901,0.01251663,0.122,1.22E-06,0.00157511,0.002041477,0.001520836,0.005609897,7.606487951,0.119457587,0.00050216
6.716839718,0.00467526,6.14E-08,5.42E-10,3.61E-07,9.73E-06,0.006752662,0.002133762,0.025297375,0.122,1.22E-06,1.25E-05,0.001787857,0.002890192,0.002133762,11.68561008,0.118427076,0.001786288
6.039791709,0.002517003,4.65E-08,4.40E-09,2.43E-07,8.93E-05,0.008320479,0.006687556,0.047024776,0.122,1.22E-06,0.001746285,0.002392907,0.001781093,0.006687555,7.513881063,0.118871187,0.00073713
7.982416576,0.009331992,1.04E-07,2.40E-10,9.34E-07,4.84E-05,0.004951512,0.005937557,0.095251021,0.122,1.22E-06,1.12E-05,0.003190966,0.006103852,0.005937556,11.86164917,0.115580894,0.003229361
6.858414518,0.008079839,1.34E-07,7.15E-09,3.80E-07,1.20E-05,0.008803443,0.001374788,0.014052354,0.122,1.22E-06,1.19E-05,0.002493923,0.00558577,0.001374788,11.96445524,0.117012016,0.002495289
6.085751697,0.001013332,1.06E-07,6.21E-10,5.18E-07,3.70E-05,0.003048744,0.002400418,0.059300136,0.122,1.22E-06,0.000463081,0.000823746,0.000615628,0.00240042,8.445326869,0.120778552,0.000398924
6.502139424,0.001892915,1.01E-07,1.54E-09,5.59E-07,5.03E-05,0.003109479,0.002594221,0.010209684,0.122,1.22E-06,1.56E-05,0.000969606,0.000888582,0.002594221,10.91968313,0.120026064,0.001005553
7.757444566,0.001416387,1.23E-07,6.20E-09,8.25E-07,7.33E-05,0.000999814,0.008309219,0.04481635,0.122,1.22E-06,0.004732792,0.00465828,0.001417586,0.008309096,6.905279248,0.117342877,0
7.254355091,0.008598691,1.46E-07,9.59E-09,4.04E-07,7.43E-05,0.002874507,0.009537794,0.033899005,0.122,1.22E-06,1.09E-05,0.00351669,0.005018617,0.009537794,11.61672522,0.114903246,0.003581294
6.164928588,0.001636911,1.69E-07,3.12E-09,5.85E-07,3.40E-06,0.005333582,0.005499612,0.092505117,0.122,1.22E-06,0.002113448,0.002147765,0.001599198,0.005499599,7.469831378,0.119814523,3.89E-05
6.764927828,0.008583321,2.33E-08,7.87E-09,7.17E-07,1.50E-05,0.005513639,0.006918434,0.02920922,0.122,1.22E-06,1.11E-05,0.003171258,0.005408186,0.006918434,11.76826757,0.115653614,0.003176356
7.824959173,0.006959094,2.95E-08,1.70E-09,5.14E-07,9.27E-05,0.009694265,0.003138785,0.037285636,0.122,1.22E-06,1.18E-05,0.002401627,0.004476533,0.003138785,11.82168871,0.117115813,0.002483782
7.418865574,0.009920797,6.84E-08,2.32E-09,2.78E-07,4.50E-05,0.001191687,0.009844211,0.080672198,0.122,1.22E-06,1.08E-05,0.003801825,0.006084776,0.009844211,11.72745655,0.114362157,0.003837241
6.504753364,0.004862271,1.07E-07,7.66E-09,9.01E-07,6.34E-06,0.007307078,0.007364678,0.015225694,0.122,1.22E-06,1.17E-05,0.002426211,0.002441427,0.007364678,11.15840982,0.117152953,0.002422064
7.645363615,0.009355577,1.92E-07,1.84E-09,9.21E-07,3.82E-05,0.001743869,0.001946654,0.096954212,0.122,1.22E-06,1.16E-05,0.002792041,0.006537001,0.001946654,12.00467193,0.116389385,0.002819797
7.083990354,0.006463638,4.69E-08,1.95E-09,3.69E-07,6.37E-05,0.006293267,0.009203758,0.065092457,0.122,1.22E-06,1.11E-05,0.003049619,0.003361495,0.009203757,11.31381407,0.11584824,0.003103363
7.675675174,0.009448398,1.34E-07,9.56E-09,9.34E-07,2.97E-05,0.003502369,0.008379299,0.02057231,0.122,1.22E-06,1.09E-05,0.003518313,0.005911322,0.008379299,11.76332796,0.114944622,0.003538296
7.98251125,0.009930608,5.00E-08,8.16E-09,7.16E-07,6.73E-05,0.003911437,0.009741204,0.064553659,0.122,1.22E-06,1.08E-05,0.003784915,0.006089153,0.009741204,11.73162824,0.114373639,0.003842674
7.960322613,0.007925669,7.01E-08,2.16E-09,9.84E-07,6.80E-05,0.009791893,0.005099766,0.027959002,0.122,1.22E-06,1.14E-05,0.002816093,0.005052971,0.005099766,11.80178915,0.116311211,0.002873919
7.36075472,0.006393966,1.09E-07,3.77E-09,9.87E-07,4.05E-05,0.005996649,0.00256353,0.030787655,0.122,1.22E-06,1.20E-05,0.00223271,0.00413272,0.00256353,11.8114367,0.117506048,0.002262466
7.673834751,0.004806028,8.15E-08,9.05E-09,8.57E-07,2.87E-05,0.002495396,0.004832625,0.04522929,0.122,1.22E-06,1.20E-05,0.00208672,0.002702616,0.004832625,11.48287944,0.117809878,0.002104632
6.783312675,0.005981282,1.15E-08,6.57E-09,2.71E-07,7.98E-05,0.004000118,0.006201409,0.050892711,0.122,1.22E-06,1.15E-05,0.002522035,0.003390961,0.006201409,11.53420595,0.11688765,0.002591542
6.750946087,0.009369561,1.74E-07,7.75E-09,3.01E-07,8.58E-05,0.004751342,0.003884216,0.009756587,0.122,1.22E-06,1.14E-05,0.002969781,0.00632545,0.003884216,11.93902005,0.115986116,0.003045331
7.765033363,0.007753071,1.74E-07,5.84E-09,4.69E-07,6.00E-05,0.004330194,0.008096764,0.045281008,0.122,1.22E-06,1.11E-05,0.003153114,0.004551048,0.008096764,11.61958075,0.115644869,0.003203244
6.468201546,0.008156556,4.88E-08,3.38E-09,5.36E-07,8.04E-05,0.007372408,0.006838895,0.019361295,0.122,1.22E-06,1.12E-05,0.003064989,0.005022366,0.006838895,11.73200464,0.115800824,0.00313541
6.498050984,0.006419375,3.35E-08,8.44E-09,2.77E-07,5.52E-05,0.003619495,0.007927806,0.084835945,0.122,1.22E-06,1.13E-05,0.002854173,0.003521228,0.007927806,11.4497808,0.116247689,0.002899368
6.565208786,0.001518114,1.51E-07,9.78E-09,8.54E-07,3.92E-05,0.008312582,0.002575095,0.036959927,0.122,1.22E-06,1.91E-05,0.000827581,0.000670397,0.002575095,10.48035797,0.120324711,0.000848938
7.518255076,0.007625525,1.97E-07,5.06E-09,8.15E-07,4.75E-05,0.007516718,0.003464109,0.045175957,0.122,1.22E-06,1.16E-05,0.002585998,0.005003685,0.003464109,11.85600959,0.116792167,0.002623061
7.543208447,0.002956641,1.31E-07,7.58E-10,4.97E-07,8.43E-05,0.009080863,0.007175621,0.062036742,0.122,1.22E-06,0.001379812,0.00243763,0.001814536,0.007175623,7.605263928,0.118420267,0.001143325
7.092708037,0.005815061,8.32E-08,4.04E-09,9.46E-07,1.22E-05,0.004647309,0.004539338,0.056735093,0.122,1.22E-06,1.18E-05,0.002305184,0.003509461,0.004539338,11.64788879,0.11738922,0.00230682
7.426760676,0.00675534,1.69E-07,8.90E-09,9.80E-07,7.42E-05,0.00621417,0.001008858,0.053399579,0.122,1.22E-06,1.21E-05,0.002168893,0.004524454,0.001008858,11.90231506,0.117600229,0.002232107
6.812470844,0.001009242,2.11E-08,8.16E-09,2.99E-07,9.20E-05,0.005791489,0.006993776,0.088742177,0.122,1.22E-06,0.00439201,0.004298803,0.00101045,0.00699369,6.948825686,0.117702373,0
6.368239179,0.002121456,2.57E-08,4.16E-09,5.44E-07,1.28E-05,0.009169022,0.002953845,0.096302795,0.122,1.22E-06,1.48E-05,0.001096834,0.001026604,0.002953845,10.97327363,0.119808318,0.001096072
6.569922114,0.001235663,5.01E-08,7.04E-09,6.77E-07,1.57E-05,0.003161911,0.003401892,0.075559784,0.122,1.22E-06,0.000956916,0.001246423,0.000930417,0.003401892,7.98105812,0.120448338,0.000306466
6.684237091,0.008881583,1.90E-08,4.26E-09,7.95E-07,4.30E-05,0.007074072,0.00794167,0.077075559,0.122,1.22E-06,1.10E-05,0.003353398,0.00549617,0.00794167,11.73866816,0.115261194,0.003386633
7.961990492,0.002840395,1.41E-07,4.84E-09,2.08E-07,2.07E-05,0.006162473,0.004745609,0.020329219,0.122,1.22E-06,1.37E-05,0.001517331,0.001316137,0.004745609,10.79260582,0.118958416,0.001525478
7.622798164,0.006823889,5.57E-08,2.83E-09,5.33E-07,2.02E-05,0.00833594,0.002739571,0.093429711,0.122,1.22E-06,1.19E-05,0.002349541,0.004465983,0.002739571,11.83574073,0.117292555,0.002359127
7.468327093,0.002619413,8.82E-08,2.84E-09,3.29E-07,2.37E-05,0.00024811,0.006376775,0.050415271,0.122,1.22E-06,0.001156381,0.002150219,0.001601843,0.006376774,7.718818647,0.118832215,0.00101879
6.71520624,0.006718823,1.71E-07,8.82E-09,8.05E-07,2.54E-05,0.00771138,0.001027455,0.093338065,0.122,1.22E-06,1.21E-05,0.002173139,0.004532448,0.001027455,11.9022948,0.117640495,0.002187596
6.541784117,0.009192913,1.86E-07,4.17E-09,5.53E-07,8.62E-05,0.00552939,0.006410634,0.045897297,0.122,1.22E-06,1.12E-05,0.003212706,0.005905122,0.006410633,11.83049839,0.115499507,0.003289012
7.091050651,0.008577477,5.91E-08,9.75E-09,2.68E-07,9.92E-05,0.008984325,0.006054168,0.05901096,0.122,1.22E-06,1.12E-05,0.003049497,0.005440012,0.006054168,11.8026218,0.115813048,0.003138686
6.002901112,0.009578343,6.37E-08,9.85E-09,8.05E-07,8.91E-06,0.007867034,0.004200377,0.05445473,0.122,1.22E-06,1.14E-05,0.003056375,0.006524421,0.004200377,11.94273403,0.115889713,0.003055143
7.254712577,0.009432821,1.11E-07,1.28E-09,5.19E-07,8.25E-05,0.004688408,0.008682265,0.014300866,0.122,1.22E-06,1.09E-05,0.003546694,0.005814574,0.008682265,11.74303754,0.11483506,0.003619468
6.043446193,0.009885011,1.46E-07,3.70E-09,6.53E-07,9.73E-05,0.006825294,0.005974717,0.028153739,0.122,1.22E-06,1.12E-05,0.003289338,0.006509498,0.005974717,11.89033196,0.115335152,0.003376734
6.0665314,0.003172568,1.72E-07,8.60E-09,5.13E-07,8.41E-05,0.000695512,0.002197671,0.06894,0.122,1.22E-06,1.34E-05,0.001354627,0.001747233,0.002197671,11.45408713,0.119220047,0.001426555
7.988160468,0.003758397,1.42E-07,3.80E-09,3.26E-07,9.72E-05,0.007003158,0.002818158,0.085779849,0.122,1.22E-06,1.29E-05,0.00157807,0.002096023,0.002818158,11.49321287,0.11875956,0.001663594
7.536334888,0.006113499,1.08E-07,3.79E-09,4.87E-07,2.28E-05,0.002369418,0.006437266,0.056258005,0.122,1.22E-06,1.15E-05,0.002594801,0.003507354,0.006437266,11.54152142,0.116799058,0.002607365
6.31227131,0.001196494,1.07E-07,8.13E-09,5.87E-07,2.04E-05,0.005672357,0.004079794,0.069042223,0.122,1.22E-06,0.001669532,0.001647932,0.001197714,0.004079791,7.650851661,0.120353295,0
6.415027101,0.009132861,1.93E-07,6.31E-09,8.34E-07,7.12E-06,0.000311523,0.006319817,0.034110981,0.122,1.22E-06,1.12E-05,0.003205578,0.005931337,0.006319817,11.83565778,0.115592904,0.003202745
6.781582944,0.006858891,3.06E-08,9.30E-09,4.10E-07,9.13E-05,0.007660859,0.00227759,0.017041754,0.122,1.22E-06,1.19E-05,0.00229864,0.004480925,0.00227759,11.85407712,0.117323404,0.002379186
7.651894885,0.00701493,1.32E-07,4.44E-09,4.11E-07,2.15E-06,0.00272023,0.008758349,0.029732225,0.122,1.22E-06,1.11E-05,0.003109666,0.003914195,0.008758349,11.47845013,0.115789604,0.003101956
6.792985731,0.003402615,1.31E-07,8.16E-09,8.00E-07,3.10E-05,0.000490387,0.003223149,0.076970646,0.122,1.22E-06,1.30E-05,0.001531632,0.001852931,0.003223149,11.38844451,0.118918692,0.001550904
7.335182172,0.001980624,1.87E-07,1.90E-09,4.80E-07,8.30E-05,0.003998148,0.002462993,0.08195935,0.122,1.22E-06,1.53E-05,0.000979637,0.000933303,0.002462993,11.00560612,0.119973044,0.001048541
7.35658712,0.001512908,1.23E-07,5.75E-09,9.89E-07,4.07E-05,0.006292705,0.009557331,0.006832217,0.122,1.22E-06,0.005422406,0.005380491,0.001514097,0.009557131,6.817375822,0.116620623,0
