pH,Mg Bound (Initial),Mg Initial,Ca Bound (Initial),Ca Initial,C(4) Bound (Initial),C(4) Initial,Cl Bound (Initial),Cl Initial,cal_ini_mol,dol_ini_mol,C(4) Final,Ca Final,Mg Final,Cl Final,pH,Calcite,Dolomite
7.617643345,0.003030042,1.50E-07,5.79E-09,8.68E-07,1.81E-05,0.006074177,0.009181706,0.024162653,0.122,1.22E-06,0.002870761,0.003376305,0.002506404,0.00918166,7.211958238,0.118100058,0.000524846
6.030882889,0.005982683,1.57E-07,7.98E-09,5.65E-07,4.75E-05,0.000609892,0.004091911,0.011698616,0.122,1.22E-06,1.18E-05,0.002288162,0.003658815,0.004091911,11.69112623,0.117387978,0.002325089
7.758452003,0.007498101,8.72E-08,7.92E-09,9.36E-07,1.73E-06,0.00436112,0.001460824,0.010080154,0.122,1.22E-06,1.19E-05,0.002382822,0.00512549,0.001460824,11.93141487,0.117244575,0.002373831
6.104299485,0.005165641,9.29E-08,7.03E-10,8.53E-07,2.38E-05,0.004565201,0.002431463,0.05257077,0.122,1.22E-06,1.23E-05,0.001934568,0.003219605,0.002431463,11.71518708,0.118119396,0.001947257
6.156328908,0.00639114,6.06E-08,5.40E-09,7.07E-07,7.83E-05,0.009084011,0.002248241,0.004055722,0.122,1.22E-06,1.20E-05,0.002194471,0.004130454,0.002248241,11.82362651,0.117544848,0.002261907
7.027353996,0.001161235,3.75E-08,9.87E-09,3.93E-07,4.29E-05,0.001201783,0.00982121,0.099245903,0.122,1.22E-06,0.006067271,0.006023161,0.001162424,0.009820948,6.742812468,0.115977909,0
6.507784309,0.007436051,4.01E-08,7.17E-09,7.76E-07,5.11E-05,0.003104477,0.002879952,0.092233226,0.122,1.22E-06,1.18E-05,0.002488314,0.004908367,0.002879952,11.86842438,0.11698401,0.002528905
6.665207214,0.008252723,7.41E-08,2.45E-10,5.43E-07,9.06E-05,0.007780278,0.006321804,0.059017078,0.122,1.22E-06,1.12E-05,0.003018808,0.005154514,0.006321804,11.76578725,0.115882983,0.003099429
6.921773074,0.001464646,8.66E-08,4.86E-09,4.65E-07,2.24E-05,0.004411548,0.002466823,0.072538489,0.122,1.22E-06,1.90E-05,0.000804537,0.000656636,0.002466822,10.5196047,0.120387458,0.00080923
6.977515141,0.006039566,5.69E-08,6.29E-09,2.66E-07,4.77E-05,0.005419001,0.004837856,0.094293726,0.122,1.22E-06,1.17E-05,0.002382137,0.003621414,0.004837856,11.64869853,0.117199718,0.002419372
6.875022296,0.005383527,1.30E-07,2.49E-09,7.46E-07,1.98E-06,0.008248514,0.007947077,0.035126771,0.122,1.22E-06,1.15E-05,0.00263589,0.002757128,0.007947077,11.22702345,0.116737714,0.00262762
6.915571433,0.009609786,1.59E-07,7.24E-09,4.26E-07,9.36E-05,0.007104849,0.00542083,0.0642966,0.122,1.22E-06,1.12E-05,0.003176514,0.006350957,0.005420829,11.89571162,0.115564665,0.003260049
6.227789303,0.006315081,4.54E-08,7.72E-09,8.57E-07,2.67E-05,0.004295451,0.006150379,0.054510913,0.122,1.22E-06,1.15E-05,0.002603526,0.003696302,0.006150379,11.59046065,0.116777703,0.002619999
7.884345979,0.009710478,1.49E-07,2.84E-09,5.59E-07,3.03E-05,0.000558005,0.007029975,0.091856555,0.122,1.22E-06,1.11E-05,0.003394041,0.006297234,0.007029975,11.84199431,0.115192717,0.003414465
7.780259395,0.004014165,3.85E-08,8.04E-09,9.04E-07,8.93E-05,0.007750867,0.004133086,0.071407402,0.122,1.22E-06,1.25E-05,0.001782463,0.002154876,0.004133086,11.39613038,0.118358256,0.001860509
7.097305594,0.004990268,1.91E-07,5.08E-09,9.52E-07,8.08E-05,0.006987102,0.008877796,0.096897952,0.122,1.22E-06,1.19E-05,0.002665931,0.00225549,0.008877794,10.74796837,0.116599296,0.002735998
6.922626907,0.008395878,6.31E-08,7.50E-09,5.19E-07,1.59E-05,0.002325274,0.003002031,0.057796833,0.122,1.22E-06,1.16E-05,0.002705378,0.005686246,0.003002031,11.92253784,0.116584998,0.002710853
6.330616994,0.008381231,1.25E-07,1.43E-09,8.27E-07,6.36E-05,0.006266819,0.008169345,0.073885547,0.122,1.22E-06,1.10E-05,0.003284916,0.005043766,0.008169345,11.67977971,0.11537762,0.003338685
6.669393398,0.009556764,1.18E-07,7.90E-09,9.10E-07,6.44E-06,0.000713906,0.006103555,0.064462004,0.122,1.22E-06,1.12E-05,0.00326011,0.006301376,0.006103555,11.8713566,0.115484509,0.003256609
7.354432133,0.006877804,4.77E-08,6.23E-09,7.27E-07,5.65E-05,0.009242065,0.001858149,0.01013188,0.122,1.22E-06,1.20E-05,0.002272653,0.004560646,0.001858149,11.87576077,0.117410195,0.002318379
7.431605241,0.001907432,1.42E-07,7.14E-09,3.73E-07,2.81E-05,0.008784526,0.009947053,0.018793552,0.122,1.22E-06,0.005139983,0.005110648,0.001908617,0.009946869,6.85646428,0.116890485,0
6.083849928,0.009078406,7.81E-08,3.51E-09,5.33E-07,9.08E-05,0.005670105,0.009974904,0.003886468,0.122,1.22E-06,1.08E-05,0.003665215,0.005333155,0.009974904,11.63832772,0.114589538,0.003746471
6.593005272,0.005987344,9.13E-08,5.28E-09,9.23E-07,5.88E-05,0.002295695,0.003042174,0.086752666,0.122,1.22E-06,1.20E-05,0.002180699,0.003759822,0.003042174,11.75220791,0.117591785,0.002228742
6.887400443,0.009775458,1.11E-07,9.43E-09,7.17E-07,4.34E-05,0.009749236,0.005845796,0.052173127,0.122,1.22E-06,1.12E-05,0.003264396,0.006478853,0.005845796,11.89201471,0.115439008,0.003297825
7.540335409,0.005617751,2.21E-08,5.33E-09,3.58E-07,4.53E-05,0.008179015,0.005123759,0.048614356,0.122,1.22E-06,1.18E-05,0.002316078,0.003268157,0.005123759,11.57685436,0.117334334,0.002350814
7.276091544,0.009592595,5.54E-08,8.79E-09,3.15E-07,2.93E-06,0.005047209,0.007302023,0.066951636,0.122,1.22E-06,1.10E-05,0.00341093,0.006189775,0.007302023,11.82457348,0.115186259,0.00340404
6.372724895,0.00404145,1.05E-07,6.21E-09,5.14E-07,3.18E-05,0.006512489,0.009689624,0.040330688,0.122,1.22E-06,0.001584934,0.003209769,0.002384848,0.009689613,7.464068959,0.117133634,0.001657819
7.214570406,0.003532809,1.07E-07,7.07E-09,6.56E-07,5.65E-05,0.002840937,0.006781499,0.07914085,0.122,1.22E-06,1.71E-05,0.001976612,0.001516781,0.006781497,10.05779839,0.118007367,0.002017248
6.191094548,0.007673456,8.50E-08,8.29E-09,3.77E-07,5.30E-05,0.000823174,0.002218847,0.078169419,0.122,1.22E-06,1.18E-05,0.002476227,0.005156058,0.002218847,11.90949641,0.117006383,0.002518619
6.954786397,0.005715516,5.02E-08,6.59E-09,8.08E-07,4.04E-05,0.009373188,0.005683095,0.067859059,0.122,1.22E-06,1.16E-05,0.002406003,0.003280775,0.005683095,11.54540312,0.117159262,0.002435962
7.627509759,0.001702262,1.88E-07,8.70E-09,9.00E-07,2.63E-06,0.001607304,0.002784213,0.042136691,0.122,1.22E-06,1.68E-05,0.000930636,0.000785796,0.002784213,10.67485967,0.120152906,0.000917687
7.186391073,0.003812895,8.92E-08,2.13E-09,3.84E-07,3.39E-06,0.007377442,0.00616838,0.010434241,0.122,1.22E-06,1.24E-05,0.001988279,0.001833645,0.00616838,10.97325596,0.118032473,0.001980471
7.451705206,0.007256844,1.31E-07,3.81E-09,8.47E-07,2.78E-05,0.007690573,0.007141757,0.041140864,0.122,1.22E-06,1.12E-05,0.002931563,0.004308672,0.007141757,11.63152411,0.116120269,0.002949392
7.045074191,0.008343796,1.20E-07,7.99E-09,2.87E-07,5.76E-05,0.008064055,0.004649513,0.014974249,0.122,1.22E-06,1.14E-05,0.002853751,0.005443865,0.004649513,11.85159846,0.116246326,0.002901151
7.897273755,0.005240037,1.89E-07,3.00E-09,7.60E-07,6.49E-05,0.007121106,0.007740977,0.063245935,0.122,1.22E-06,1.15E-05,0.002557361,0.002629371,0.007740976,11.19775744,0.116831976,0.002611886
6.266538476,0.005139928,1.43E-07,1.39E-09,8.91E-07,6.11E-05,0.008043771,0.003184766,0.055062408,0.122,1.22E-06,1.22E-05,0.001990063,0.003100938,0.003184766,11.65964716,0.117970949,0.002040211
6.566844059,0.005728812,8.16E-08,5.23E-09,7.07E-07,9.74E-05,0.008216826,0.00818875,0.080209481,0.122,1.22E-06,1.14E-05,0.002728802,0.002913953,0.008188749,11.26066099,0.116456344,0.00281608
7.844773959,0.005731075,8.62E-08,9.18E-09,6.82E-07,1.29E-05,0.007714805,0.007445606,0.055698637,0.122,1.22E-06,1.14E-05,0.00264295,0.003086631,0.007445606,11.37922129,0.116712615,0.002645664
6.124233023,0.004759383,1.95E-07,5.43E-09,1.00E-06,2.84E-05,0.005827675,0.006776674,0.002517906,0.122,1.22E-06,1.18E-05,0.002314198,0.002428569,0.006776674,11.22320197,0.117354994,0.002332034
6.907123799,0.001475505,1.78E-07,3.10E-09,3.69E-07,5.43E-05,0.008364209,0.001052309,0.047592501,0.122,1.22E-06,1.71E-05,0.000703125,0.000735183,0.001052309,11.15774623,0.120556556,0.000741543
6.379841693,0.005934745,1.20E-07,4.86E-09,6.69E-07,4.61E-05,0.009182111,0.006854556,0.05065387,0.122,1.22E-06,1.15E-05,0.002602527,0.003297544,0.006854556,11.47332541,0.116760277,0.002638422
6.073801395,0.009187438,1.82E-07,7.70E-09,6.58E-07,1.06E-05,0.00805258,0.009378745,0.059101269,0.122,1.22E-06,1.09E-05,0.003612342,0.005575339,0.009378745,11.69145643,0.114775566,0.00361332
7.481409331,0.004329451,1.29E-07,4.99E-09,2.12E-07,4.09E-05,0.009753299,0.006934939,0.096815685,0.122,1.22E-06,1.20E-05,0.00222131,0.002079257,0.006934939,11.01382927,0.117528501,0.002251414
6.775913064,0.008472082,7.01E-08,1.36E-09,4.87E-07,5.09E-05,0.002511286,0.009057287,0.044990898,0.122,1.22E-06,1.09E-05,0.003427943,0.00500413,0.009057287,11.63639176,0.115104106,0.003469173
6.328443415,0.006920652,6.91E-08,6.56E-09,9.54E-07,2.86E-05,0.002762068,0.00358164,0.094038637,0.122,1.22E-06,1.17E-05,0.002451107,0.004452639,0.00358164,11.80242056,0.117080887,0.002469234
7.318815035,0.002575652,1.10E-07,4.52E-09,3.06E-07,1.69E-05,0.007938224,0.003150574,0.039205397,0.122,1.22E-06,1.38E-05,0.0012697,0.001302878,0.003150574,11.15280107,0.119457531,0.001273994
6.271660542,0.009374868,1.39E-07,6.33E-09,8.08E-07,4.24E-05,0.006088212,0.006396058,0.065056848,0.122,1.22E-06,1.11E-05,0.003253543,0.006090083,0.006396058,11.84593423,0.115461678,0.003286006
7.808055079,0.006074041,5.51E-08,8.46E-09,3.36E-07,6.08E-05,0.002827575,0.00837271,0.070708915,0.122,1.22E-06,1.13E-05,0.002841349,0.003183124,0.00837271,11.33071187,0.116267742,0.002892137
7.514534763,0.006224567,1.08E-07,9.35E-09,4.77E-07,7.56E-05,0.009097587,0.003222325,0.018855164,0.122,1.22E-06,1.19E-05,0.002249191,0.003911662,0.003222325,11.76133594,0.117437913,0.002314125
7.094795044,0.004244812,1.66E-07,5.68E-09,8.20E-07,9.05E-05,0.002243907,0.003015341,0.022834973,0.122,1.22E-06,1.26E-05,0.001733728,0.00243316,0.003015341,11.55400379,0.118454626,0.001812872
7.281671392,0.00372075,1.77E-07,9.12E-09,4.66E-07,6.05E-05,0.003212189,0.004504981,0.019409639,0.122,1.22E-06,1.26E-05,0.0017473,0.001925497,0.004504981,11.27698912,0.118457456,0.001796474
6.037522613,0.008539305,1.34E-07,2.67E-09,9.59E-07,6.07E-05,0.006775534,0.001701288,0.036359942,0.122,1.22E-06,1.18E-05,0.002605492,0.005884891,0.001701288,11.97359171,0.116740096,0.002655635
6.098314107,0.004954606,6.62E-08,4.86E-09,6.39E-07,6.96E-05,0.009194143,0.004866877,0.083876523,0.122,1.22E-06,1.20E-05,0.002118003,0.002779006,0.004866877,11.49760949,0.117706401,0.002176821
6.572800181,0.006713624,1.70E-08,6.08E-09,8.56E-07,9.72E-05,0.004205148,0.001815142,0.021752948,0.122,1.22E-06,1.20E-05,0.002223683,0.004404808,0.001815142,11.86437179,0.117467507,0.002310036
7.690009829,0.004614564,6.33E-08,4.80E-09,9.56E-07,7.15E-05,0.004915317,0.007987948,0.048313324,0.122,1.22E-06,1.20E-05,0.002438452,0.002116626,0.007987947,10.82685798,0.117063614,0.002499159
7.158702866,0.002738962,1.15E-08,9.21E-09,8.04E-07,4.60E-05,0.0058608,0.001006356,0.081603398,0.122,1.22E-06,1.41E-05,0.001140124,0.001566983,0.001006356,11.5115091,0.119687906,0.0011732
6.983834926,0.00930162,7.08E-08,6.66E-09,3.68E-07,4.69E-05,0.002578993,0.008691716,0.030747952,0.122,1.22E-06,1.09E-05,0.00353065,0.005734952,0.008691716,11.7347312,0.114902688,0.003567889
7.091749589,0.004576455,4.06E-08,9.68E-09,3.90E-07,3.12E-05,0.000373517,0.009074544,0.097211573,0.122,1.22E-06,3.30E-05,0.002618195,0.001960055,0.009074543,9.354573488,0.116765415,0.00261762
6.526171929,0.00487537,1.02E-07,8.85E-09,9.40E-07,4.07E-05,0.008279241,0.00799974,0.096709999,0.122,1.22E-06,1.17E-05,0.00251273,0.002333729,0.00799974,11.00532315,0.116945637,0.002542862
6.18896899,0.006309435,1.58E-07,9.96E-09,4.81E-07,1.11E-05,0.000127693,0.005953284,0.021524453,0.122,1.22E-06,1.15E-05,0.002581707,0.003728181,0.005953284,11.60620701,0.116837049,0.002582475
6.497541071,0.0090554,1.77E-07,2.14E-09,8.27E-07,4.00E-05,0.003510064,0.009508323,0.073023238,0.122,1.22E-06,1.08E-05,0.003601885,0.005424365,0.009508323,11.66898083,0.114767081,0.003632256
6.631372335,0.003349669,1.21E-07,4.94E-09,5.44E-07,6.12E-05,0.009977694,0.00576386,0.049595294,0.122,1.22E-06,1.32E-05,0.001784899,0.00151684,0.00576386,10.73411243,0.118382278,0.001834048
7.951600556,0.00521549,3.63E-08,4.93E-09,9.46E-07,2.80E-05,0.003344,0.005044083,0.055730377,0.122,1.22E-06,1.19E-05,0.002213695,0.002985699,0.005044083,11.52895719,0.117556518,0.002231012
7.109512892,0.006704585,1.34E-07,9.18E-10,3.71E-07,1.49E-05,0.004297267,0.007680259,0.081481435,0.122,1.22E-06,1.12E-05,0.00288984,0.003811102,0.007680259,11.52346858,0.116216678,0.002894703
6.076275096,0.004171276,6.15E-08,4.16E-09,6.21E-07,6.70E-05,0.004439804,0.007336572,0.097834854,0.122,1.22E-06,1.25E-05,0.002228808,0.001887915,0.007336571,10.73810605,0.117487836,0.002284581
7.985111533,0.007891047,1.11E-08,5.48E-09,7.29E-07,4.29E-05,0.009354623,0.005368214,0.07475139,0.122,1.22E-06,1.14E-05,0.002844269,0.005015285,0.005368214,11.78825246,0.116279974,0.002876983
6.984914336,0.008364959,1.51E-07,9.75E-09,8.87E-07,8.70E-05,0.005434779,0.004897106,0.00968005,0.122,1.22E-06,1.14E-05,0.002878877,0.005410522,0.004897106,11.84044196,0.116166696,0.002955658
7.329616096,0.008638524,1.31E-07,3.98E-09,2.99E-07,5.06E-05,0.009403062,0.003917023,0.012861509,0.122,1.22E-06,1.15E-05,0.002837402,0.005762039,0.003917023,11.8996864,0.116286117,0.002877705
6.858123956,0.003693724,1.04E-07,2.46E-09,6.22E-07,9.27E-05,0.008547342,0.009114154,0.044144029,0.122,1.22E-06,0.00180273,0.003100047,0.002303686,0.009114149,7.422027735,0.117509918,0.001391257
7.629582067,0.00197386,1.73E-07,6.81E-09,3.35E-07,2.07E-05,0.000636036,0.006496582,0.08726041,0.122,1.22E-06,0.00241711,0.002506022,0.001864235,0.006496563,7.368031622,0.119384358,0.00011084
6.989257946,0.006173212,8.17E-08,3.07E-09,4.82E-07,2.93E-05,0.002717279,0.006533716,0.010275124,0.122,1.22E-06,1.14E-05,0.002619043,0.003536345,0.006533716,11.54105883,0.116744093,0.002638088
6.732175795,0.008584006,9.30E-08,8.76E-09,9.12E-07,2.92E-05,0.002826081,0.006810313,0.082332155,0.122,1.22E-06,1.12E-05,0.003155305,0.005410707,0.006810313,11.77250624,0.115671405,0.003174519
6.849090623,0.004636065,1.92E-07,7.61E-09,5.05E-07,3.80E-05,0.005341788,0.002958799,0.002952915,0.122,1.22E-06,1.24E-05,0.001846075,0.002764373,0.002958799,11.61914618,0.11828224,0.001872912
6.076696744,0.007456341,6.25E-08,1.30E-09,2.83E-07,6.79E-05,0.000399547,0.009548626,0.006348674,0.122,1.22E-06,1.10E-05,0.003302716,0.004096701,0.009548626,11.46642204,0.115337646,0.00336086
7.280669675,0.009556641,1.85E-07,9.67E-09,2.27E-07,5.59E-05,0.006732228,0.005839417,0.048142242,0.122,1.22E-06,1.12E-05,0.003220579,0.006291326,0.005839417,11.8787418,0.115514116,0.003266535
6.992744842,0.004337258,1.91E-07,5.58E-09,5.55E-07,4.60E-05,0.009600442,0.009378481,0.034672459,0.122,1.22E-06,0.000784432,0.002910689,0.002165005,0.009378485,7.787485735,0.116917064,0.002173474
7.565675924,0.007059777,3.56E-08,7.66E-09,4.12E-07,5.39E-05,0.009302867,0.001747634,0.03871211,0.122,1.22E-06,1.20E-05,0.002303105,0.00471478,0.001747634,11.89185611,0.117351905,0.002346217
7.322100212,0.007692425,1.85E-07,8.91E-09,7.44E-07,6.42E-05,0.001076751,0.00708664,0.053964586,0.122,1.22E-06,1.12E-05,0.003006382,0.004633056,0.00708664,11.67674122,0.115934259,0.003060589
6.525372278,0.004203454,4.59E-08,4.72E-09,5.19E-07,5.19E-05,0.00357389,0.009331461,0.049924252,0.122,1.22E-06,0.00100179,0.002955527,0.002197848,0.009331463,7.679309038,0.117038872,0.002006827
6.785783262,0.003540884,7.69E-08,2.68E-09,5.20E-07,7.42E-05,0.003988378,0.007895208,0.026532746,0.122,1.22E-06,0.000943104,0.00252795,0.001881838,0.007895214,7.753368834,0.117813007,0.001660268
7.114157067,0.001505707,1.73E-07,6.58E-09,6.50E-07,9.09E-05,0.002638838,0.008379444,0.075335445,0.122,1.22E-06,0.004684481,0.004592353,0.001506906,0.008379326,6.914573417,0.117408809,0
7.994617579,0.009421065,7.82E-08,5.09E-09,9.24E-07,4.58E-05,0.003195281,0.009113546,0.063122971,0.122,1.22E-06,1.09E-05,0.003610537,0.005775612,0.009113546,11.72310267,0.114744016,0.003646673
6.355614344,0.003736413,1.59E-07,6.70E-09,8.08E-07,5.50E-05,0.004454555,0.007536376,0.080263651,0.122,1.22E-06,0.000188896,0.002217048,0.001653296,0.007536384,8.502400377,0.117699843,0.002084339
6.172727233,0.007746438,1.29E-07,1.32E-09,2.07E-07,6.40E-05,0.005221174,0.007475424,0.050182593,0.122,1.22E-06,1.11E-05,0.003067706,0.004625868,0.007475424,11.65844798,0.115811725,0.003121791
7.550594332,0.001974738,1.25E-07,4.45E-09,3.01E-07,5.00E-06,0.000997462,0.009330639,0.032913639,0.122,1.22E-06,0.004577582,0.004571361,0.00197593,0.009330501,6.931686298,0.117429797,0
6.600947876,0.002550638,1.47E-08,2.77E-09,6.01E-07,2.43E-05,0.009210997,0.002666065,0.021230763,0.122,1.22E-06,1.39E-05,0.001216051,0.001324212,0.002666065,11.24096802,0.119557525,0.001227647
6.172595486,0.001907563,1.34E-07,8.99E-10,2.70E-07,3.47E-05,0.000661484,0.005695923,0.00020741,0.122,1.22E-06,0.001859607,0.002139307,0.001593134,0.005695917,7.523241479,0.119546264,0.000315648
7.165313481,0.006818119,8.32E-08,5.77E-09,6.47E-07,9.89E-05,0.000601771,0.001693489,0.08458291,0.122,1.22E-06,1.20E-05,0.002235705,0.004495527,0.001693489,11.87625525,0.117441709,0.002323812
6.26230946,0.009946038,5.76E-08,5.06E-09,2.84E-07,5.64E-05,0.005105149,0.001916486,0.086700189,0.122,1.22E-06,1.16E-05,0.00289828,0.007002971,0.001916486,12.03017462,0.116158658,0.002944288
7.234298776,0.007597749,1.93E-07,6.33E-09,2.34E-07,8.59E-05,0.004802689,0.006464328,0.037682857,0.122,1.22E-06,1.13E-05,0.002904555,0.004618595,0.006464328,11.7021499,0.116116298,0.002980374
7.753420806,0.008845109,6.54E-08,7.20E-09,5.71E-07,9.73E-05,0.002203394,0.003534573,0.063096607,0.122,1.22E-06,1.15E-05,0.00283057,0.005928771,0.003534573,11.92303522,0.116253099,0.002917559
7.10150441,0.002013633,3.35E-08,8.78E-09,4.67E-07,9.63E-05,0.006796599,0.001303066,0.086108603,0.122,1.22E-06,1.54E-05,0.000902633,0.001030089,0.001303065,11.29117068,0.120113832,0.000984764
7.916140936,0.006942569,1.90E-08,6.16E-09,8.61E-07,1.48E-05,0.00692067,0.003322085,0.00435687,0.122,1.22E-06,1.18E-05,0.002433028,0.004506555,0.003322085,11.81751725,0.117130964,0.002437234
7.650707339,0.006403956,1.80E-07,2.67E-09,9.30E-07,8.92E-05,0.005464743,0.006956166,0.088604808,0.122,1.22E-06,1.14E-05,0.002711637,0.003614521,0.006956166,11.5301931,0.116498931,0.002790656
6.825597351,0.005838845,1.64E-07,5.60E-09,3.38E-07,2.86E-06,0.00490809,0.007000733,0.043401145,0.122,1.22E-06,1.14E-05,0.002609767,0.003237667,0.007000733,11.44994636,0.11678906,0.002602399
6.654684601,0.009972186,1.36E-07,6.77E-09,2.97E-07,6.30E-05,0.009828789,0.004881776,0.025664936,0.122,1.22E-06,1.13E-05,0.003191302,0.006729189,0.004881776,11.9365831,0.115565708,0.003244218
6.253676025,0.003667461,3.05E-08,8.28E-09,3.87E-07,2.64E-05,0.007224366,0.002340771,0.054408148,0.122,1.22E-06,1.30E-05,0.001529469,0.002124614,0.002340771,11.53695714,0.118927692,0.001544068
7.306003982,0.004082172,1.63E-07,3.96E-10,3.43E-07,1.99E-05,0.009106151,0.00857345,0.062849674,0.122,1.22E-06,0.000454496,0.00258904,0.001927759,0.008573453,8.059644044,0.117256548,0.002155633
7.714583719,0.002329264,1.55E-07,6.56E-10,2.98E-07,7.25E-05,0.004420317,0.00913,0.059937833,0.122,1.22E-06,0.004025148,0.003951443,0.002330462,0.009129913,7.029229826,0.118049741,0
6.354916354,0.002175997,4.43E-08,1.11E-09,8.60E-07,8.22E-05,0.009002071,0.008372771,0.043374518,0.122,1.22E-06,0.003699,0.00361555,0.002177201,0.008372708,7.086415156,0.118385645,0
7.032814467,0.009868292,1.06E-07,5.92E-09,5.56E-07,1.41E-05,0.003644206,0.004126024,0.079977872,0.122,1.22E-06,1.13E-05,0.0031023,0.006763253,0.004126024,11.95953633,0.115792667,0.003106259
7.680373264,0.007712374,2.71E-08,6.38E-09,8.52E-07,4.16E-06,0.009923016,0.007940128,0.090046031,0.122,1.22E-06,1.11E-05,0.003134807,0.004584509,0.007940128,11.63159733,0.115737335,0.003129085
6.237607631,0.004792074,1.94E-07,2.16E-09,4.86E-07,2.73E-05,0.002917324,0.007065576,0.041307512,0.122,1.22E-06,1.17E-05,0.002361924,0.002414647,0.007065576,11.1830675,0.117260652,0.002378647
7.148333506,0.002601809,1.55E-07,5.15E-09,4.72E-07,6.31E-05,0.004213625,0.004049522,0.022283051,0.122,1.22E-06,1.40E-05,0.0013498,0.001202932,0.004049522,10.86484612,0.119251328,0.001400098
7.781037241,0.008035481,1.83E-07,4.87E-09,8.83E-07,6.24E-06,0.005694154,0.008594771,0.026646016,0.122,1.22E-06,1.10E-05,0.003287955,0.004752291,0.008594771,11.62393336,0.11542886,0.00328441
7.775125631,0.006868644,1.28E-07,9.98E-09,2.26E-07,1.79E-05,0.001288148,0.001120044,0.054886427,0.122,1.22E-06,1.21E-05,0.002215362,0.004647451,0.001120044,11.9079057,0.117563456,0.002222413
6.23514909,0.008840265,1.53E-07,6.40E-09,2.34E-07,3.11E-05,0.003555359,0.006630752,0.078989662,0.122,1.22E-06,1.12E-05,0.003182396,0.00563796,0.006630752,11.80002188,0.115615306,0.003203525
6.243040537,0.004027513,1.37E-08,1.65E-09,7.47E-07,9.89E-05,0.00176258,0.005583023,0.03137574,0.122,1.22E-06,1.23E-05,0.001948155,0.001992742,0.005583023,11.1715436,0.118017076,0.002035992
6.31891644,0.002186727,3.94E-08,4.55E-09,9.40E-07,9.49E-05,0.001140054,0.001380306,0.048311388,0.122,1.22E-06,1.50E-05,0.00096901,0.001137733,0.001380306,11.33013518,0.119982001,0.001050214
7.521911871,0.005725078,1.13E-07,4.15E-09,3.37E-07,9.56E-05,0.003484257,0.006189772,0.010405883,0.122,1.22E-06,1.16E-05,0.002457303,0.0031838,0.006189772,11.49372013,0.117001423,0.002542499
6.435627731,0.001284051,1.96E-07,5.83E-09,2.65E-07,7.63E-05,0.00138101,0.003277226,0.050394643,0.122,1.22E-06,0.00086126,0.001184587,0.000884425,0.00327723,8.04396949,0.120415793,0.000400848
7.64738575,0.006825003,3.67E-08,7.92E-10,6.48E-07,8.45E-05,0.000922296,0.006710927,0.023557182,0.122,1.22E-06,1.13E-05,0.00277294,0.003978902,0.006710927,11.60496375,0.11638096,0.002847322
6.002652614,0.007814703,1.86E-07,8.50E-09,3.28E-07,8.22E-05,0.001407876,0.00447527,0.082253626,0.122,1.22E-06,1.15E-05,0.002722349,0.005021642,0.00447527,11.82172617,0.116484599,0.002794281
7.285730275,0.001203432,2.23E-08,4.37E-09,3.74E-07,4.35E-06,0.005879448,0.001378539,0.037881521,0.122,1.22E-06,1.86E-05,0.000633299,0.000584364,0.001378539,10.92004224,0.120747637,0.000620288
7.491547949,0.005821019,1.86E-07,2.86E-09,9.51E-07,1.68E-05,0.005160924,0.00232546,0.062661753,0.122,1.22E-06,1.21E-05,0.002084264,0.003732059,0.00232546,11.78043708,0.117826779,0.00209018
6.744829866,0.004690514,2.88E-08,4.45E-09,2.21E-07,7.85E-05,0.009314092,0.009659605,0.001315759,0.122,1.22E-06,0.000440912,0.002897261,0.002155664,0.009659618,8.037281628,0.116567895,0.002536073
6.044477038,0.001334395,1.92E-07,6.96E-09,4.20E-07,1.31E-05,0.002494585,0.009898788,0.083247737,0.122,1.22E-06,0.00585132,0.005837015,0.001335582,0.009898539,6.766019415,0.116164065,0
7.148899316,0.008978888,1.23E-07,2.43E-09,5.04E-07,5.55E-05,0.002156998,0.007099184,0.074305074,0.122,1.22E-06,1.11E-05,0.003261631,0.005672822,0.007099184,11.78664894,0.115432305,0.003307287
6.924329586,0.002389702,7.34E-08,8.76E-09,8.41E-07,7.82E-05,0.006973936,0.005155013,0.039071779,0.122,1.22E-06,0.000538587,0.001632187,0.00121796,0.00515502,8.137270657,0.119196081,0.001172964
7.254044961,0.00506521,1.69E-07,4.77E-09,9.25E-07,9.17E-05,0.005579289,0.007508387,0.074164931,0.122,1.22E-06,1.16E-05,0.002475431,0.002509722,0.007508386,11.17248352,0.116969087,0.002556708
7.014272081,0.00917506,3.63E-08,5.67E-09,6.18E-07,2.23E-05,0.003321933,0.004346909,0.031197407,0.122,1.22E-06,1.14E-05,0.00299202,0.006172123,0.004346909,11.91536802,0.116005049,0.003004158
7.757721151,0.009962572,1.08E-07,1.72E-09,3.52E-07,1.03E-05,0.005768637,0.007978247,0.062334323,0.122,1.22E-06,1.09E-05,0.003561846,0.006401363,0.007978247,11.81994727,0.114876946,0.00356243
6.312200028,0.002225438,1.97E-07,6.88E-09,2.26E-07,2.35E-05,0.005495181,0.007715874,0.008961685,0.122,1.22E-06,0.003016974,0.002994328,0.002224572,0.007715835,7.227370805,0.119004809,2.07E-06
6.038581966,0.008429957,1.24E-07,2.69E-09,6.00E-07,9.72E-06,0.006533158,0.007673256,0.078501933,0.122,1.22E-06,1.11E-05,0.003238712,0.005192596,0.007673256,11.71708772,0.115523929,0.003238582
