pH,Mg Bound (Initial),Mg Initial,Ca Bound (Initial),Ca Initial,C(4) Bound (Initial),C(4) Initial,Cl Bound (Initial),Cl Initial,cal_ini_mol,dol_ini_mol,C(4) Final,Ca Final,Mg Final,Cl Final,pH_out,Calcite,Dolomite
7.25021194912155,0.0015782481909257652,6.221536513515761e-08,2.4410131980603514e-09,9.04433773302505e-07,2.7946678171311398e-05,0.006548064860777219,0.00935798575985276,0.03503377692175092,0.122,0.122,0.005322666832761904,0.003947926373272223,0.002925018802553301,0.009357831167843255,6.936350218459912,0.11939882978086563,0.12065318106686224
6.951123904683402,0.0014064866213832094,1.3677651056755319e-07,8.614371303898436e-09,5.440825202335273e-07,3.717530518909569e-05,0.008056647152797553,0.0016598469078899693,0.03504164737833547,0.122,0.122,1.7501517362588663e-05,0.0007194234588879265,0.0006673979155777808,0.0016598468188412589,10.936415154736435,0.12054149644688684,0.12273908867000036
6.4915856764165305,0.005846245361245147,2.1462169595776388e-08,2.3400178014158032e-09,2.425304302169578e-07,1.696646949737687e-05,0.00777215413066716,0.005221675505162351,0.005000044215770641,0.122,0.122,1.168309537561926e-05,0.002387906019852904,0.0034530582851052542,0.005221675485291535,11.602376370938945,0.11721890924807837,0.12439318706299948
7.224755770875509,0.007554899007215756,1.295565820318913e-07,9.031923122871693e-09,9.333881764686404e-07,5.1687540704294023e-05,0.006666749725066049,0.005284726773992797,0.05829437194206012,0.122,0.122,1.1425153265277392e-05,0.0027636350653858204,0.004751010501752843,0.005284726714433994,11.765321062225233,0.11643248548347207,0.12480388845191907
7.702232907285296,0.0030719069251532475,1.1254663517997879e-07,9.098392750719033e-09,5.916326945505098e-07,6.398316960095982e-05,0.008697189954749723,0.0054360906391290814,0.07093971602600176,0.122,0.122,1.399541396396289e-05,0.0016580832358213764,0.0013638444771544966,0.0054360896362254585,10.595759961561658,0.11863386336028854,0.12370806219638321
6.21287803470927,0.0013640279932944392,1.0404909068017369e-07,1.935083477832986e-09,5.835662784600499e-07,3.906901039366696e-05,0.0021157462598966064,0.006722617009877628,0.08785311353213764,0.122,0.122,0.003660718847169148,0.002860458713755099,0.002125211890922161,0.006722570531244302,7.165939231726567,0.1199007220355929,0.12123880140904272
7.312988612932912,0.0035923862078022827,2.0833452244787053e-08,2.2747752110748123e-09,7.980724396444121e-07,9.735236437018932e-05,0.009987184394397273,0.0019035451460288205,0.07746853145551282,0.122,0.122,1.3169257236422881e-05,0.0014502913663809766,0.0020579138552751053,0.0019035450622695343,11.55491838618528,0.1190152385826035,0.12353447226197539
6.057015813223914,0.005496441582122712,1.1641032128868083e-07,2.1072789855569124e-10,4.876944727160738e-07,4.001976873761922e-05,0.0007559850926852196,0.002504138774242672,0.011166832311589492,0.122,0.122,1.2198862038430661e-05,0.0020179809861784366,0.003450639847167777,0.0025041387500085595,11.740535411749066,0.11793621750345926,0.12404580170156093
7.716904091057373,0.009820330863756221,1.68429886089674e-07,8.768272811335538e-09,4.84254549278987e-07,7.121175780127264e-05,0.0024960969363710885,0.005948061912314747,0.013406250222778504,0.122,0.122,1.116017281468131e-05,0.0032791743248664685,0.0064811136087388746,0.005948061843105709,11.88912002166986,0.11538161722564472,0.1253392171796066
6.891720068725155,0.003513913249188526,3.82745158580146e-08,8.795099782385038e-10,6.565507756531034e-07,1.4807371851964712e-05,0.002908272382469119,0.008409049668950638,0.05859587606615583,0.122,0.122,0.0013563479334938449,0.002784406411355319,0.0020710450877619723,0.00840904199980666,7.571158188523579,0.11777272565613428,0.12344286627260939
6.915826178908568,0.006094222562854831,1.9237081436734512e-07,1.9453773843691954e-09,3.914390640575472e-07,2.9942139558797057e-05,0.005212250420035054,0.0010338149745895437,0.031745055336510064,0.122,0.122,1.2288222763663125e-05,0.002032388001306208,0.0040441825589751365,0.0010338149692781758,11.86224686232114,0.11791757395052699,0.12405003998310252
7.826876884106914,0.005510416161918262,1.7098439318758213e-07,6.127946154595396e-09,7.445975961840522e-07,2.5003363096765363e-05,0.005298201355433869,0.0011486980515087904,0.0725295727887964,0.122,0.122,1.2429030434362203e-05,0.0019065510083195525,0.0035912969241980786,0.0011486980463396822,11.815594545951118,0.11817433588948757,0.1239191192215596
7.482980037827,0.0027653508314334227,1.4180056894996914e-07,1.355797703771619e-09,7.828086204285428e-07,3.895906504910806e-05,0.0021925829626535088,0.007572597967145594,0.004503203720364253,0.122,0.122,0.00199606114214082,0.0027082794769574814,0.0020141700824304895,0.0075725848991182,7.421413327763008,0.11854053993201107,0.12275117727314494
6.644824266338535,0.003459289433349066,1.3575518578951025e-07,9.653234702640962e-09,3.367057136572333e-07,6.252470488132761e-05,0.0032387155266923044,0.0023269653095519998,0.07971416567385818,0.122,0.122,1.3137832160832503e-05,0.0014576714152278688,0.001952240695816532,0.0023269652391165185,11.49752618400007,0.11903528951544418,0.12350704867843933
7.418758759087415,0.005687933219528278,4.6124673209794605e-08,3.0880912608015596e-09,9.809712971700448e-07,6.106379335327813e-05,0.009159633779922623,0.009969210385515487,0.035917377290936116,0.122,0.122,1.1463683360375353e-05,0.0030077060396638696,0.002630629646664498,0.009969209479640959,10.866444583223192,0.11593499344129976,0.12505730333382575
6.726847080336999,0.006976586639244308,2.748653589354262e-08,4.2478581324727936e-09,7.630294903383451e-07,2.0902377017344086e-05,0.0007519198447705653,0.007004153555277324,0.06656580805355486,0.122,0.122,1.1278058844716968e-05,0.0028564725422288335,0.004110493991847733,0.007004153520181242,11.609741459047846,0.11627743906451632,0.1248660926267999
6.005897827483536,0.009265977636250599,1.461866246345074e-08,7.477650120425727e-09,9.196932313368818e-07,8.601357464484846e-05,0.003168806811157481,0.0016369363540298578,0.06819109873950625,0.122,0.122,1.1683393526150937e-05,0.0027380328268965318,0.006453621997510357,0.0016369363347048342,12.00819556490854,0.11644961905587813,0.12481235556255132
7.5237634739553965,0.004582767735510309,1.9582250554175907e-07,1.2371042952372701e-09,6.456220115468016e-07,1.8268885088131433e-05,0.007204164842863103,0.009753461763225519,0.009921088134990333,0.122,0.122,0.0006215935452125939,0.0029740514321477747,0.002212042576054572,0.009753462565518567,7.88032175682035,0.11665522470818156,0.12437072534141229
